id,plan_id,natural_key_plan_id,natural_key_plan_id_source,plan_id_raw,age_min,age_max,gender,region,monthly_price,raw_monthly_price_con_imp,raw_monthly_price_sin_imp,raw_price,price_unit_source,price_is_whole_number,price_decision,tax_included,tax_basis_raw,deductible,deductible_raw,copay_pct,annual_limit,annual_limit_raw,exclusions,is_demo,maternidad,grupo_asegurado,periodicidad_origen,vigencia_tarifario,archivo_fuente,detalle_fuente,source_file,source_file_sha256,source_drive_id,sheet,excel_row,mapping_note,load_blocked,load_block_reasons
02ae118c-1252-5700-81c8-862e18300f9b,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,0,0,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O4,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,2,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
27fe472f-9d60-565c-9144-96dea38e1d53,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,1,1,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O5,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,3,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
a5b0dfe1-82a7-589e-a1ef-a571b6386fc8,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,2,2,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O6,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,4,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
dd38d25f-7f8c-5b6e-a2f5-c6efaa5ad4d7,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,3,3,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O7,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,5,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
6a1af4c1-ef20-51c4-a0ec-0091d12b8ef7,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,4,4,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O8,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,6,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
35e77a68-5ee1-5b3c-830b-8d2410b96cdb,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,5,5,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O9,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,7,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
99c53849-8c94-5f92-a711-a3ac3bc8fdca,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,6,6,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O10,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,8,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
e3a41cbf-3cb1-5a78-8c73-9fa539489de0,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,7,7,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O11,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,9,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
3b9143f0-ebb6-5134-ac95-6f295b3bff18,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,8,8,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O12,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,10,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
ea85fb26-9f79-54e3-b57c-7c568104c666,4aea58a3-f1c6-5669-b717-3d6514969da2,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,BMI-GMM-AUSTRO-TARIFA-10K,9,9,any,Austro,4.34,4.34,4.32,4.34,usd_monthly_numeric_from_matrix_prima_mensual_con_imp,False,sellable_prima_mensual_con_imp_tax_included,true,"prima_mensual_con_imp=4.34; prima_mensual_sin_imp=4.32; source_note=Sebastian 2026-09-03 (America/Guayaquil) decided sellable = prima_mensual_con_imp, tax_included=true; sin_imp retained as lineage only; Confiamed ConfiPlus workbooks: left=sin impuestos, right=con impuestos (~0.5% formula)",10000.0,10000.0,,,,,False,,titular,Anual (por confirmar),2026,Tarifas_2026_bmi_.xlsx,GMM!O13,matriz_consolidada_coveru (1).xlsx,5387c0125585993305d7d2dc61ba104948c2a1856f7d0feeafcd402ddbcb2a5e,1xwnc_31XyK2S1RJbk3l4N_usicXxSRgB,CONSOLIDADO,11,v1.1 snapshot: tariffs.FK remains plan_id (not plan_version_id). grupo_asegurado kept as lineage; unique-key migration is docs-only. BMI matrix monthly kept as-is (no /12).,False,
