id,insurer_id,name,description,coverage_summary,status,is_demo,natural_key_plan_id
6f76f0e3-b02b-5c05-9f1b-d4d38b159414,69541888-9fab-5f36-8fb9-b8cf50949743,ConfiPlus 60K RED1 TOP con maternidad,producto=ConfiPlus; variante=nan; red=RED1 TOP; maternidad=Si; region=Nacional,,active,False,CONF-CONFIPLUS-60K-RED1-TOP-MAT
ceefb43a-06c4-5f73-b300-5c4e460ec36e,69541888-9fab-5f36-8fb9-b8cf50949743,ConfiPlus 60K RED2 con maternidad,producto=ConfiPlus; variante=nan; red=RED2; maternidad=Si; region=Nacional,,active,False,CONF-CONFIPLUS-60K-RED2-MAT
0224ccfb-90c3-57f6-86a4-1ac235c0e017,69541888-9fab-5f36-8fb9-b8cf50949743,"GMM cobertura $500.000 - deducible $10,000",producto=GMM; variante=Venta nueva y renovacion 1 anio; red=nan; maternidad=nan; region=Nacional,,active,False,CONF-GMM-DED10K-V1
0f092f28-2b63-531d-b4e2-1107e58f9eb0,69541888-9fab-5f36-8fb9-b8cf50949743,"GMM cobertura $500.000 - deducible $10,000",producto=GMM; variante=Renovacion 2 anios o mas; red=nan; maternidad=nan; region=Nacional,,active,False,CONF-GMM-DED10K-R2
57628b2e-af45-58e9-90b7-ec0f372d12e0,69541888-9fab-5f36-8fb9-b8cf50949743,"GMM cobertura $500.000 - deducible $5,000",producto=GMM; variante=Venta nueva y renovacion 1 anio; red=nan; maternidad=nan; region=Nacional,,active,False,CONF-GMM-DED5K-V1
2e43dec7-52a0-5e97-a498-98318a073094,69541888-9fab-5f36-8fb9-b8cf50949743,"GMM cobertura $500.000 - deducible $5,000",producto=GMM; variante=Renovacion 2 anios o mas; red=nan; maternidad=nan; region=Nacional,,active,False,CONF-GMM-DED5K-R2
6aafeed3-9faa-5b6c-80ec-3dfe3e584cf2,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-1000 WALLET,producto=PRO150-1000; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-1000-WALLET
8ee49064-156c-5b59-8001-279836f1bf37,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-150,producto=PRO150-150; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-150
07f5a297-9c64-52bf-bf73-8e7ee786430f,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-150 LITE,producto=PRO150-150; variante=Lite; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-150-LITE
f08cebad-b279-50d5-bf0c-e868c6ec92bc,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-150-10K,producto=PRO150-150; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-150-10K
ecfd5faa-5d5b-5c63-bbf9-919018eebbae,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-150-2500,producto=PRO150-150; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-150-2500
cec2ee50-3505-589e-8593-c538e7b7fd28,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-150-5000,producto=PRO150-150; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-150-5000
bd14fd24-b0cb-5617-b15c-5d6f01f49f57,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-1500 RET,producto=PRO150-1500; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-1500-RET
209f5185-5f44-5021-8e25-0e510e09ffc6,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-1500 WALLET,producto=PRO150-1500; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-1500-WALLET
10577ce6-049f-55a2-9385-c4d167340fea,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-300,producto=PRO150-300; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-300
abf1375a-df4a-52d3-b12e-2028c9aa8f91,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-300 LITE,producto=PRO150-300; variante=Lite; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-300-LITE
3e18bba4-736a-563c-ae03-9edbd1a087cd,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-300-10K,producto=PRO150-300; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-300-10K
650d1212-1ee1-52bc-aa03-cedd07c890fe,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-300-1500 RET,producto=PRO150-300; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-300-1500-RET
1bd5d1e1-7f02-57be-8f53-95c9d30a05c6,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-300-2500,producto=PRO150-300; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-300-2500
4f2cf488-0ffc-5b5f-a952-d58e82314fc2,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-300-5000,producto=PRO150-300; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-300-5000
8c348f83-0a3a-56a3-ac3c-a83b38896994,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO150-500 WALLET,producto=PRO150-500; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO150-500-WALLET
f3c59d94-4fd8-5a71-8442-c093ba42a826,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-1000 WALLET,producto=PRO500-1000; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-1000-WALLET
b7e061af-de6e-556f-a92f-c032587732ec,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-1500 WALLET,producto=PRO500-1500; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-1500-WALLET
881c09a6-2908-56c8-9137-2e27db7b4e16,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-200,producto=PRO500-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-200
4896e022-a7df-5e04-8409-64e5328433f2,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-200 LITE,producto=PRO500-200; variante=Lite; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-200-LITE
ca0e19e2-a020-536a-a5b6-004884a42047,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-200-10K,producto=PRO500-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-200-10K
707e3071-1211-512a-b76a-81f91e22b0ed,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-200-1500 RET,producto=PRO500-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-200-1500-RET
b00d5fc4-a935-56b9-b1dc-16a0a59cd766,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-200-2500,producto=PRO500-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-200-2500
e1194280-9878-516e-a991-bc329ea43028,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-200-5000,producto=PRO500-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-200-5000
68f4abcf-d09a-5014-9eea-93124f3104ef,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-400,producto=PRO500-400; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-400
a134c6e5-ee24-5b5f-b948-1ad1900177a1,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-400 LITE,producto=PRO500-400; variante=Lite; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-400-LITE
810e6b49-b29c-5f4e-a47f-6c6646338bb0,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-400-10K,producto=PRO500-400; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-400-10K
f70e9978-a6fe-5402-94c1-0742c1424202,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-400-1500 RET,producto=PRO500-400; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-400-1500-RET
0e3bed79-3e46-505f-b5a1-10d0af97a5da,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-400-2500,producto=PRO500-400; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-400-2500
93086ef6-691e-56a1-90d1-79e78f933563,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-400-5000,producto=PRO500-400; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-400-5000
3942acd5-5ce6-5f2a-b048-e283792e0de5,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,PRO500-500 WALLET,producto=PRO500-500; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-PRO500-500-WALLET
6c38bd82-3d7a-5305-85a1-35bf5388c02c,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-100,producto=SKY50PLUS-100; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-100
e6c50d11-b452-583a-b195-26fdbf94231a,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-100 LITE,producto=SKY50PLUS-100; variante=Lite; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-100-LITE
6a98ac4c-9a88-568b-8ab5-9d515dd8385c,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-100-10000 RET,producto=SKY50PLUS-100; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-100-10000-RET
ce3ec66f-79ae-50a4-af06-1675bc49b8e9,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-100-1500,producto=SKY50PLUS-100; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-100-1500
2f504327-90b9-52f0-8209-23815aef0a25,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-100-2500,producto=SKY50PLUS-100; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-100-2500
709a6a65-df32-5c67-9d13-f3deae2f8d0b,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-100-5000,producto=SKY50PLUS-100; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-100-5000
2b457d1e-b5c5-5b18-83e2-017c0a26c8c0,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-1000 WALLET,producto=SKY50PLUS-1000; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-1000-WALLET
cca8beed-1e1a-547f-bcdd-36f78a467699,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-1500 WALLET,producto=SKY50PLUS-1500; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-1500-WALLET
3700c4b7-6a4a-5bdd-a8ee-db4d9da4d156,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-200,producto=SKY50PLUS-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-200
98bb3662-459c-5240-8572-2179dd45aa87,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-200 LITE,producto=SKY50PLUS-200; variante=Lite; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-200-LITE
03d9380d-5f74-5385-b483-d5619aa0ef99,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-200-10000 RET,producto=SKY50PLUS-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-200-10000-RET
35dcc785-e058-50bf-b2ea-7d613e6b5e76,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-200-1500,producto=SKY50PLUS-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-200-1500
6c5e99d5-dc84-52aa-9a96-c1e9cf959965,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-200-2500,producto=SKY50PLUS-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-200-2500
680b528d-8a97-567f-bf42-ac763df1e61f,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-200-5000,producto=SKY50PLUS-200; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-200-5000
d1e61b0d-31ff-5efa-aacc-22b0443a61d8,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-500,producto=SKY50PLUS-500; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-500
7a0d9da1-3020-50b3-b196-b29322539bb7,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-500 LITE,producto=SKY50PLUS-500; variante=Lite; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-500-LITE
1f80c2a5-1709-5cc2-aee8-776c125be7bf,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-500 WALLET,producto=SKY50PLUS-500; variante=Wallet; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-500-WALLET
39757aa2-ce80-597b-ab1c-b941dd4b5ed6,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-500-10000 RET,producto=SKY50PLUS-500; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-500-10000-RET
f29848fc-2ee9-5dcc-a933-ed6ec8bbe3fd,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-500-1500,producto=SKY50PLUS-500; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-500-1500
618b4c26-85a3-5f51-94a4-2081400f7943,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-500-2500,producto=SKY50PLUS-500; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-500-2500
4bb7e55f-0751-5839-89ee-5a807ff7f800,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY50PLUS-500-5000,producto=SKY50PLUS-500; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY50PLUS-500-5000
5d02410e-0470-5c36-8114-2085e9a80905,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY70-100,producto=SKY70-100; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY70-100
92077797-594c-5753-bf3f-1141b0d00703,843abebc-6ac7-56c9-bc33-b0a9e1418d7d,SKY70-100-1500,producto=SKY70-100; variante=Nuevos; red=nan; maternidad=nan; region=Nacional,,active,False,SALUD-SKY70-100-1500
